File,Line,Rule,Category,Priority,Description,Class,Method,Variable
"streamconverter-core/src/main/java/com/streamConverter/command/impl/analysis/PmdXmlToMarkdownCommand.java",197,"ConsecutiveAppendsShouldReuse","Performance",3,"StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","PmdXmlToMarkdownCommand","generatePriorityDistributionSection",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/analysis/PmdXmlToMarkdownCommand.java",197,"ConsecutiveLiteralAppends","Performance",3,"StringBuffer (or StringBuilder).append is called 3 consecutive times with literals. Use a single append with a single combined String.","PmdXmlToMarkdownCommand","generatePriorityDistributionSection",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/analysis/PmdXmlToMarkdownCommand.java",198,"ConsecutiveAppendsShouldReuse","Performance",3,"StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","PmdXmlToMarkdownCommand","generatePriorityDistributionSection",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/analysis/PmdXmlToMarkdownCommand.java",205,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'desc' could be declared final","PmdXmlToMarkdownCommand","generatePriorityDistributionSection","desc"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",1,"PackageCase","Code Style",3,"Package name contains upper case characters","CharacterConvertCommand","",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",20,"ImmutableField","Design",3,"Field 'from' may be declared final","CharacterConvertCommand","","from"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",21,"ShortVariable","Code Style",3,"Avoid variables with short names like to","CharacterConvertCommand","","to"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",21,"ImmutableField","Design",3,"Field 'to' may be declared final","CharacterConvertCommand","","to"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",30,"CallSuperInConstructor","Code Style",3,"It is a good practice to call super() in a constructor","CharacterConvertCommand","CharacterConvertCommand",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",30,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'from' is not assigned and could be declared final","CharacterConvertCommand","CharacterConvertCommand","from"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",30,"ShortVariable","Code Style",3,"Avoid variables with short names like to","CharacterConvertCommand","CharacterConvertCommand","to"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",30,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'to' is not assigned and could be declared final","CharacterConvertCommand","CharacterConvertCommand","to"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",33,"SimplifyBooleanExpressions","Design",3,"Avoid unnecessary comparisons in boolean expressions","CharacterConvertCommand","CharacterConvertCommand",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",36,"SimplifyBooleanExpressions","Design",3,"Avoid unnecessary comparisons in boolean expressions","CharacterConvertCommand","CharacterConvertCommand",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",52,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'inputStream' is not assigned and could be declared final","CharacterConvertCommand","executeInternal","inputStream"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",52,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'outputStream' is not assigned and could be declared final","CharacterConvertCommand","executeInternal","outputStream"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",63,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'buffer' could be declared final","CharacterConvertCommand","executeInternal","buffer"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/charaCode/CharacterConvertCommand.java",66,"AssignmentInOperand","Error Prone",3,"Avoid assignments in operands","CharacterConvertCommand","executeInternal",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",1,"PackageCase","Code Style",3,"Package name contains upper case characters","CsvValidateCommand","",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",43,"AvoidFieldNameMatchingMethodName","Error Prone",3,"Field hasHeader has the same name as a method","CsvValidateCommand","","hasHeader"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",52,"UseVarargs","Best Practices",4,"Consider using varargs for methods or constructors which take an array the last parameter.","CsvValidateCommand","CsvValidateCommand","requiredColumns"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",52,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'requiredColumns' is not assigned and could be declared final","CsvValidateCommand","CsvValidateCommand","requiredColumns"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",64,"CallSuperInConstructor","Code Style",3,"It is a good practice to call super() in a constructor","CsvValidateCommand","CsvValidateCommand",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",64,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'requiredColumns' is not assigned and could be declared final","CsvValidateCommand","CsvValidateCommand","requiredColumns"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",64,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'hasHeader' is not assigned and could be declared final","CsvValidateCommand","CsvValidateCommand","hasHeader"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",64,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'maxErrorsToReport' is not assigned and could be declared final","CsvValidateCommand","CsvValidateCommand","maxErrorsToReport"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",73,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'column' could be declared final","CsvValidateCommand","CsvValidateCommand","column"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",74,"InefficientEmptyStringCheck","Performance",3,"String.trim().length() == 0 / String.trim().isEmpty() is an inefficient way to validate a blank String.","CsvValidateCommand","CsvValidateCommand",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",94,"CyclomaticComplexity","Design",3,"The method 'consume(InputStream)' has a cyclomatic complexity of 13.","CsvValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",94,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'inputStream' is not assigned and could be declared final","CsvValidateCommand","consume","inputStream"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",97,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","CsvValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",102,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'validationErrors' could be declared final","CsvValidateCommand","consume","validationErrors"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",107,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'allRows' could be declared final","CsvValidateCommand","consume","allRows"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",113,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","CsvValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",138,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","CsvValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",140,"AvoidRethrowingException","Design",3,"A catch statement that catches an exception only to rethrow it should be avoided.","CsvValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",142,"AvoidCatchingGenericException","Design",3,"Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","CsvValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",143,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","CsvValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",149,"CognitiveComplexity","Design",3,"The method 'validateHeaders(String[], List<String>)' has a cognitive complexity of 17, current threshold is 15","CsvValidateCommand","validateHeaders",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",149,"CyclomaticComplexity","Design",3,"The method 'validateHeaders(String[], List<String>)' has a cyclomatic complexity of 12.","CsvValidateCommand","validateHeaders",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",149,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'headers' is not assigned and could be declared final","CsvValidateCommand","validateHeaders","headers"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",149,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'errors' is not assigned and could be declared final","CsvValidateCommand","validateHeaders","errors"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",156,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'headerSet' could be declared final","CsvValidateCommand","validateHeaders","headerSet"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",157,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'duplicates' could be declared final","CsvValidateCommand","validateHeaders","duplicates"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",159,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'header' could be declared final","CsvValidateCommand","validateHeaders","header"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",160,"InefficientEmptyStringCheck","Performance",3,"String.trim().length() == 0 / String.trim().isEmpty() is an inefficient way to validate a blank String.","CsvValidateCommand","validateHeaders",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",165,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'trimmedHeader' could be declared final","CsvValidateCommand","validateHeaders","trimmedHeader"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",177,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'headerNames' could be declared final","CsvValidateCommand","validateHeaders","headerNames"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",178,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'header' could be declared final","CsvValidateCommand","validateHeaders","header"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",184,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'missingColumns' could be declared final","CsvValidateCommand","validateHeaders","missingColumns"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",196,"CognitiveComplexity","Design",3,"The method 'validateDataRows(List<String[]>, int, String[], List<String>)' has a cognitive complexity of 17, current threshold is 15","CsvValidateCommand","validateDataRows",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",196,"CyclomaticComplexity","Design",3,"The method 'validateDataRows(List<String[]>, int, String[], List<String>)' has a cyclomatic complexity of 12.","CsvValidateCommand","validateDataRows",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",197,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'allRows' is not assigned and could be declared final","CsvValidateCommand","validateDataRows","allRows"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",197,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'startRow' is not assigned and could be declared final","CsvValidateCommand","validateDataRows","startRow"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",197,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'headers' is not assigned and could be declared final","CsvValidateCommand","validateDataRows","headers"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",197,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'errors' is not assigned and could be declared final","CsvValidateCommand","validateDataRows","errors"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",198,"LongVariable","Code Style",3,"Avoid excessively long variable names like expectedColumnCount","CsvValidateCommand","validateDataRows","expectedColumnCount"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",198,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'expectedColumnCount' could be declared final","CsvValidateCommand","validateDataRows","expectedColumnCount"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",203,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'row' could be declared final","CsvValidateCommand","validateDataRows","row"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",204,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'rowNumber' could be declared final","CsvValidateCommand","validateDataRows","rowNumber"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",214,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'dataRowNumber' could be declared final","CsvValidateCommand","validateDataRows","dataRowNumber"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",226,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'cell' could be declared final","CsvValidateCommand","validateDataRows","cell"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",227,"InefficientEmptyStringCheck","Performance",3,"String.trim().length() == 0 / String.trim().isEmpty() is an inefficient way to validate a blank String.","CsvValidateCommand","validateDataRows",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",250,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'errors' is not assigned and could be declared final","CsvValidateCommand","addError","errors"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",250,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'error' is not assigned and could be declared final","CsvValidateCommand","addError","error"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",259,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'errors' is not assigned and could be declared final","CsvValidateCommand","handleValidationErrors","errors"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",260,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'errorBuilder' could be declared final","CsvValidateCommand","handleValidationErrors","errorBuilder"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",260,"InsufficientStringBufferDeclaration","Performance",3,"StringBuilder has been initialized with size 16, but has at least 43 characters appended.","CsvValidateCommand","handleValidationErrors","errorBuilder"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",265,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","CsvValidateCommand","handleValidationErrors",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",268,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'errorMessage' could be declared final","CsvValidateCommand","handleValidationErrors","errorMessage"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",273,"AvoidLiteralsInIfCondition","Error Prone",3,"Avoid using literals in if statements","CsvValidateCommand","handleValidationErrors",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/csv/CsvValidateCommand.java",275,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","CsvValidateCommand","handleValidationErrors",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",1,"PackageCase","Code Style",3,"Package name contains upper case characters","JsonStreamingValidateCommand","",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",74,"CallSuperInConstructor","Code Style",3,"It is a good practice to call super() in a constructor","JsonStreamingValidateCommand","JsonStreamingValidateCommand",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",74,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'schemaPath' is not assigned and could be declared final","JsonStreamingValidateCommand","JsonStreamingValidateCommand","schemaPath"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",85,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'path' is not assigned and could be declared final","JsonStreamingValidateCommand","validateSchemaPath","path"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",89,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'trimmedPath' could be declared final","JsonStreamingValidateCommand","validateSchemaPath","trimmedPath"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",104,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'inputStream' is not assigned and could be declared final","JsonStreamingValidateCommand","consume","inputStream"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",111,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'inputBuffer' could be declared final","JsonStreamingValidateCommand","consume","inputBuffer"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",119,"LongVariable","Code Style",3,"Avoid excessively long variable names like streamingInputStream","JsonStreamingValidateCommand","consume","streamingInputStream"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",121,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'streamingResult' could be declared final","JsonStreamingValidateCommand","consume","streamingResult"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",130,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","JsonStreamingValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",142,"AvoidRethrowingException","Design",3,"A catch statement that catches an exception only to rethrow it should be avoided.","JsonStreamingValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",144,"AvoidCatchingGenericException","Design",3,"Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","JsonStreamingValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",145,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","JsonStreamingValidateCommand","consume",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",155,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'inputStream' is not assigned and could be declared final","JsonStreamingValidateCommand","performStreamingValidation","inputStream"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",156,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'isValid' could be declared final","JsonStreamingValidateCommand","performStreamingValidation","isValid"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",157,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'elementCount' could be declared final","JsonStreamingValidateCommand","performStreamingValidation","elementCount"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",158,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'errorMessages' could be declared final","JsonStreamingValidateCommand","performStreamingValidation","errorMessages"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",158,"InsufficientStringBufferDeclaration","Performance",3,"StringBuilder has been initialized with size 16, but has at least 113 characters appended.","JsonStreamingValidateCommand","performStreamingValidation","errorMessages"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",162,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'hasRootStructure' could be declared final","JsonStreamingValidateCommand","performStreamingValidation","hasRootStructure"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",177,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'count' could be declared final","JsonStreamingValidateCommand","performStreamingValidation","count"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",209,"GuardLogStatement","Best Practices",2,"Logger calls should be surrounded by log level guards.","JsonStreamingValidateCommand","performStreamingValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",211,"AvoidCatchingGenericException","Design",3,"Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","JsonStreamingValidateCommand","performStreamingValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",222,"CyclomaticComplexity","Design",3,"The method 'loadSchema()' has a cyclomatic complexity of 15.","JsonStreamingValidateCommand","loadSchema",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",222,"AvoidUncheckedExceptionsInSignatures","Design",3,"A method or constructor should not explicitly declare unchecked exceptions in its 'throws' clause","JsonStreamingValidateCommand","loadSchema",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",224,"OnlyOneReturn","Code Style",3,"A method should have only one exit point, and that should be the last statement in the method","JsonStreamingValidateCommand","loadSchema",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",229,"OnlyOneReturn","Code Style",3,"A method should have only one exit point, and that should be the last statement in the method","JsonStreamingValidateCommand","loadSchema",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",232,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'schemaFile' could be declared final","JsonStreamingValidateCommand","loadSchema","schemaFile"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",243,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'schemaNode' could be declared final","JsonStreamingValidateCommand","loadSchema","schemaNode"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",246,"AvoidCatchingGenericException","Design",3,"Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","JsonStreamingValidateCommand","loadSchema",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",259,"AvoidRethrowingException","Design",3,"A catch statement that catches an exception only to rethrow it should be avoided.","JsonStreamingValidateCommand","loadSchema",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",261,"AvoidCatchingGenericException","Design",3,"Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","JsonStreamingValidateCommand","loadSchema",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",268,"CyclomaticComplexity","Design",3,"The method 'performSchemaValidation(InputStream)' has a cyclomatic complexity of 10.","JsonStreamingValidateCommand","performSchemaValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",268,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'inputStream' is not assigned and could be declared final","JsonStreamingValidateCommand","performSchemaValidation","inputStream"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",268,"AvoidUncheckedExceptionsInSignatures","Design",3,"A method or constructor should not explicitly declare unchecked exceptions in its 'throws' clause","JsonStreamingValidateCommand","performSchemaValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",270,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'schema' could be declared final","JsonStreamingValidateCommand","performSchemaValidation","schema"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",271,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'jsonNode' could be declared final","JsonStreamingValidateCommand","performSchemaValidation","jsonNode"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",277,"LongVariable","Code Style",3,"Avoid excessively long variable names like validationMessages","JsonStreamingValidateCommand","performSchemaValidation","validationMessages"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",277,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'validationMessages' could be declared final","JsonStreamingValidateCommand","performSchemaValidation","validationMessages"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",280,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'errorBuilder' could be declared final","JsonStreamingValidateCommand","performSchemaValidation","errorBuilder"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",280,"InsufficientStringBufferDeclaration","Performance",3,"StringBuilder has been initialized with size 16, but has at least 68 characters appended.","JsonStreamingValidateCommand","performSchemaValidation","errorBuilder"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",287,"LocalVariableCouldBeFinal","Code Style",3,"Local variable 'message' could be declared final","JsonStreamingValidateCommand","performSchemaValidation","message"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",288,"ConsecutiveAppendsShouldReuse","Performance",3,"StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","JsonStreamingValidateCommand","performSchemaValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",288,"ConsecutiveLiteralAppends","Performance",3,"StringBuffer (or StringBuilder).append is called 2 consecutive times with literals. Use a single append with a single combined String.","JsonStreamingValidateCommand","performSchemaValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",289,"ConsecutiveAppendsShouldReuse","Performance",3,"StringBuffer (or StringBuilder).append is called consecutively without reusing the target variable.","JsonStreamingValidateCommand","performSchemaValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",298,"AvoidRethrowingException","Design",3,"A catch statement that catches an exception only to rethrow it should be avoided.","JsonStreamingValidateCommand","performSchemaValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",300,"AvoidCatchingGenericException","Design",3,"Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","JsonStreamingValidateCommand","performSchemaValidation",""
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",320,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'valid' is not assigned and could be declared final","StreamingValidationResult","StreamingValidationResult","valid"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",320,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'errorMessage' is not assigned and could be declared final","StreamingValidationResult","StreamingValidationResult","errorMessage"
"streamconverter-core/src/main/java/com/streamConverter/command/impl/json/JsonStreamingValidateCommand.java",320,"MethodArgumentCouldBeFinal","Code Style",3,"Parameter 'elementCount' is not assigned and could be declared final","StreamingValidationResult","StreamingValidationResult","elementCount"
